index,id_unit,id_unit_role,id_num,vm_unit_type,unit_type,grouped_unit_type,vignette,echelon,joint_phase,role,Mine_or_IED,Small_Caliber,Side_IED_or_EFP,RPG,Medium_Caliber,IDF,Non_Kinetic,Trafficability,Soft_Soil,Max_Speed,Cross_Country_Speed,Dash_Speed,Roll_Over_Potential,Turning_Diameter,Fording,mobility,force_protection,deep,close,support,on_road,off_road
396,30,168,I9,BCT Signal CO,BCT Signal CO,BCT Combat Support,Vignette 4,IBCT,III,Command and Control,10,10,10,5,10,0,0,5,10,5,5,5,10,5,10,55,45,0,100,0,95,5
397,30,170,I9,BCT Signal CO,BCT Signal CO,BCT Combat Support,Vignette 4,IBCT,III,Logistics Transport,10,10,10,5,10,0,0,5,5,10,5,5,10,5,10,55,45,0,95,5,95,5
398,30,171,I9,BCT Signal CO,BCT Signal CO,BCT Combat Support,Vignette 4,IBCT,III,Retrans Vehicle,15,5,10,5,5,0,0,5,10,5,5,10,10,5,10,60,40,0,95,5,95,5
399,18,91,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 4,IBCT,III,Admin-C4I,5,5,5,5,10,10,0,0,10,10,5,15,0,10,10,60,40,0,5,95,95,5
400,18,92,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 4,IBCT,III,Command and Control,5,5,5,10,5,10,0,0,10,10,5,10,5,10,10,60,40,0,5,95,95,5
401,18,94,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 4,IBCT,III,Logistics Transport,5,5,5,10,10,5,0,0,10,10,0,10,10,10,10,60,40,0,5,95,95,5
402,18,95,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 4,IBCT,III,Maintenance Contact Truck,10,5,5,10,5,5,0,0,15,5,0,10,5,10,15,60,40,0,5,95,95,5
403,18,96,I19,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 4,IBCT,III,Prime Mover,10,5,5,5,5,10,0,0,10,10,5,10,5,10,10,60,40,0,5,95,95,5
404,31,178,S10,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Admin-C4I,6,0,0,0,3,5,0,20,40,5,6,0,6,5,4,86,14,0,100,0,90,10
405,31,179,S10,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Command and Control,6,0,0,0,3,5,0,20,40,5,6,0,6,5,4,86,14,0,100,0,90,10
406,31,180,S10,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Logistics Transport,6,0,0,0,3,5,0,20,40,5,6,0,6,5,4,86,14,0,100,0,90,10
407,32,182,S12,Infantry (Stryker) BN HQ,Infantry (Stryker) BN HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Admin-C4I,20,30,0,0,0,0,0,10,10,0,10,0,10,0,10,50,50,0,60,40,75,25
408,32,183,S12,Infantry (Stryker) BN HQ,Infantry (Stryker) BN HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Command and Control,9,9,2,2,24,2,2,9,9,2,9,9,2,1,9,50,50,0,60,40,75,25
409,32,184,S12,Infantry (Stryker) BN HQ,Infantry (Stryker) BN HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Logistics Transport,9,25,6,8,4,9,0,4,20,0,1,0,10,0,4,39,61,0,60,40,75,25
410,32,183,S13,Infantry (Stryker) BN HQ,Infantry (Stryker) BN HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Command and Control,10,0,0,0,0,20,5,25,12,5,13,5,5,0,0,65,35,0,100,0,20,80
411,32,184,S13,Infantry (Stryker) BN HQ,Infantry (Stryker) BN HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Logistics Transport,15,0,5,0,0,5,5,15,12,18,10,5,5,5,0,70,30,0,100,0,70,30
412,33,186,S14,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 1,SBCT,III,Admin-C4I,5,5,5,5,10,0,0,20,20,0,10,0,0,20,0,70,30,0,100,0,50,50
413,33,187,S14,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 1,SBCT,III,Command and Control,0,5,0,5,5,0,0,10,20,10,20,10,5,5,5,85,15,0,100,0,60,40
414,33,189,S14,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 1,SBCT,III,Logistics Transport,10,10,20,20,10,5,5,5,10,0,0,0,0,5,0,20,80,0,100,0,50,50
415,33,190,S14,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 1,SBCT,III,Prime Mover,5,10,0,5,10,0,0,20,20,0,20,10,0,0,0,70,30,0,100,0,60,40
416,33,186,S15,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 1,SBCT,III,Admin-C4I,10,10,0,0,0,10,0,30,30,0,0,10,0,0,0,70,30,0,100,0,20,80
417,33,187,S15,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 1,SBCT,III,Command and Control,15,20,0,0,0,0,0,30,15,0,0,5,10,5,0,65,35,0,100,0,20,80
418,33,189,S15,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 1,SBCT,III,Logistics Transport,15,20,0,0,0,0,0,30,15,0,0,0,20,0,0,65,35,0,100,0,20,80
419,33,190,S15,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 1,SBCT,III,Prime Mover,0,10,0,0,0,0,0,25,10,0,0,0,40,15,0,90,10,0,100,0,20,80
420,34,193,S16,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 1,SBCT,III,Logistics Transport,0,30,0,0,10,0,0,0,30,0,10,0,10,0,10,60,40,0,50,50,50,50
421,34,194,S16,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 1,SBCT,III,Maintenance Contact Truck,0,30,0,0,10,0,0,0,30,0,10,0,10,0,10,60,40,0,50,50,50,50
422,34,195,S16,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 1,SBCT,III,Prime Mover,0,20,0,0,20,0,0,0,40,0,10,0,0,0,10,60,40,0,50,50,50,50
423,35,198,S17,BCT BSB HQ,BCT BSB HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Admin-C4I,10,20,0,5,0,5,10,15,20,0,0,5,10,0,0,50,50,0,100,0,85,15
424,35,199,S17,BCT BSB HQ,BCT BSB HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Command and Control,10,20,0,5,0,5,10,15,20,0,0,5,10,0,0,50,50,0,100,0,85,15
425,35,201,S17,BCT BSB HQ,BCT BSB HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Logistics Transport,10,20,0,0,0,0,0,15,20,0,0,10,15,5,5,70,30,0,80,20,85,15
426,34,193,S18,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 1,SBCT,III,Logistics Transport,8,5,6,3,3,4,8,10,8,1,11,12,5,15,1,63,37,0,80,20,100,0
427,35,198,S19,BCT BSB HQ,BCT BSB HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Admin-C4I,8,2,12,8,8,12,10,3,12,5,1,1,6,6,6,40,60,0,0,100,80,20
428,35,199,S19,BCT BSB HQ,BCT BSB HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Command and Control,8,2,12,8,8,12,10,3,12,5,1,1,6,6,6,40,60,0,0,100,80,20
429,35,201,S19,BCT BSB HQ,BCT BSB HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Logistics Transport,6,4,5,6,5,5,4,7,7,7,10,10,7,7,10,65,35,0,10,90,70,30
430,36,203,S1,SBCT HQ,SBCT HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Admin-C4I,10,0,5,10,15,5,10,15,2,8,6,2,6,2,4,45,55,0,0,100,90,10
431,36,204,S1,SBCT HQ,SBCT HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Command and Control,10,0,5,10,15,5,5,10,5,20,5,2,5,2,1,50,50,0,80,20,90,10
432,36,206,S1,SBCT HQ,SBCT HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Logistics Transport,10,0,5,10,15,5,10,15,2,8,6,2,6,2,4,45,55,0,80,20,90,10
433,37,209,S20,BCT Transportation CO,BCT Transportation CO,BCT Sustainment,Vignette 1,SBCT,III,Logistics Transport,10,0,10,10,10,0,0,20,15,0,0,0,10,5,10,60,40,0,15,85,90,10
434,38,210,S21,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 1,SBCT,III,Admin-C4I,8,15,6,2,15,2,2,10,6,5,1,12,10,5,1,50,50,0,80,20,100,0
435,38,211,S21,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 1,SBCT,III,Command and Control,10,10,10,10,10,10,10,3,0,10,2,10,5,0,0,30,70,0,80,20,100,0
436,38,212,S21,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 1,SBCT,III,Logistics Transport,8,20,8,0,12,5,5,15,5,3,0,10,3,0,6,42,58,0,80,20,100,0
437,38,213,S21,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 1,SBCT,III,Maintenance Contact Truck,11,10,10,3,10,10,5,20,7,0,0,8,0,0,6,41,59,0,80,20,100,0
438,38,214,S21,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 1,SBCT,III,Prime Mover,6,20,5,0,20,5,0,8,0,15,9,10,2,0,0,44,56,0,80,20,100,0
439,39,217,S22,BCT Medical CO,BCT Medical CO,BCT Medical,Vignette 1,SBCT,III,Ambulance,8,15,8,5,0,0,3,10,4,8,7,10,10,5,7,61,39,0,80,20,30,70
440,39,218,S22,BCT Medical CO,BCT Medical CO,BCT Medical,Vignette 1,SBCT,III,Command and Control,8,15,8,5,0,0,3,10,4,8,7,10,10,5,7,61,39,0,80,20,30,70
441,39,219,S22,BCT Medical CO,BCT Medical CO,BCT Medical,Vignette 1,SBCT,III,Logistics Transport,8,10,8,9,5,0,1,12,4,6,7,6,12,5,7,59,41,0,40,60,30,70
442,36,203,S23,SBCT HQ,SBCT HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Admin-C4I,15,10,12,10,10,0,0,5,5,3,2,9,9,5,5,43,57,0,15,85,0,0
443,36,204,S23,SBCT HQ,SBCT HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Command and Control,15,10,12,10,10,0,0,5,5,3,2,9,9,5,5,43,57,0,15,85,0,0
444,36,206,S23,SBCT HQ,SBCT HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Logistics Transport,15,10,12,10,10,0,0,5,5,3,2,9,9,5,5,43,57,0,15,85,0,0
445,40,221,S24,Infantry (Stryker) CO,Infantry (Stryker) CO,Maneuver,Vignette 1,SBCT,III,Command and Control,10,15,0,10,10,0,0,15,10,5,5,5,5,5,5,55,45,0,90,10,75,25
446,31,178,S25,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Admin-C4I,6,14,6,7,14,1,0,2,13,5,11,10,5,6,0,52,48,0,100,0,75,25
447,31,179,S25,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Command and Control,6,10,6,14,14,1,0,2,10,5,9,12,5,6,0,49,51,0,100,0,25,75
448,31,180,S25,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Logistics Transport,11,14,10,13,14,5,0,5,6,6,3,3,3,7,0,33,67,0,100,0,95,5
449,34,223,S26,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 1,SBCT,III,Admin-C4I,5,10,5,0,5,10,5,15,10,10,5,5,10,5,0,60,40,0,100,0,70,30
450,34,224,S26,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 1,SBCT,III,Command and Control,5,10,5,0,5,10,5,15,10,10,5,5,10,5,0,60,40,0,100,0,70,30
451,34,193,S26,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 1,SBCT,III,Logistics Transport,5,10,10,0,5,5,5,15,10,10,5,5,10,5,0,60,40,0,80,20,70,30
452,34,194,S26,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 1,SBCT,III,Maintenance Contact Truck,5,10,5,0,5,5,0,10,10,5,15,5,10,10,5,70,30,0,90,10,60,40
453,34,195,S26,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 1,SBCT,III,Prime Mover,5,10,5,0,5,5,0,10,10,10,10,10,5,10,5,70,30,0,90,10,70,30
454,32,183,S2,Infantry (Stryker) BN HQ,Infantry (Stryker) BN HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Command and Control,30,15,0,5,5,0,0,10,10,15,0,10,0,0,0,45,55,0,100,0,90,10
455,32,184,S2,Infantry (Stryker) BN HQ,Infantry (Stryker) BN HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Logistics Transport,30,15,0,5,5,0,0,10,10,15,0,10,0,0,0,45,55,0,100,0,90,10
456,41,226,S4,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 1,SBCT,III,Command and Control,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,50,0,100,0,80,20
457,41,227,S4,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 1,SBCT,III,Gun Truck,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,50,0,100,0,80,20
458,41,228,S4,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 1,SBCT,III,Logistics Transport,50,0,0,0,0,0,0,30,0,0,20,0,0,0,0,50,50,0,80,20,95,5
459,41,229,S4,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 1,SBCT,III,Prime Mover,10,10,0,0,10,0,0,30,0,0,0,0,10,20,10,70,30,0,100,0,70,30
460,42,231,S5,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Command and Control,5,10,5,10,10,2,2,10,10,10,5,10,5,5,1,56,44,0,80,20,90,10
461,42,232,S5,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Logistics Transport,5,10,5,8,10,3,1,10,10,10,5,10,6,6,1,58,42,0,80,20,95,5
462,42,233,S6,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Admin-C4I,5,10,5,5,0,30,0,15,15,0,0,10,5,0,0,45,55,0,90,10,80,20
463,42,231,S6,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Command and Control,5,10,5,5,0,30,15,15,0,0,0,10,5,0,0,30,70,0,90,10,80,20
464,42,232,S6,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 1,SBCT,III,Logistics Transport,0,15,0,0,10,0,0,20,15,0,0,10,15,0,15,75,25,0,90,10,80,20
465,43,236,S7,BCT Signal CO,BCT Signal CO,BCT Combat Support,Vignette 1,SBCT,III,Admin-C4I,0,15,15,0,0,40,0,20,0,10,0,0,0,0,0,30,70,0,20,80,90,10
466,43,237,S7,BCT Signal CO,BCT Signal CO,BCT Combat Support,Vignette 1,SBCT,III,Command and Control,0,30,0,20,0,0,0,0,50,0,0,0,0,0,0,50,50,0,90,10,90,10
467,43,239,S7,BCT Signal CO,BCT Signal CO,BCT Combat Support,Vignette 1,SBCT,III,Logistics Transport,0,40,20,0,0,0,0,0,0,40,0,0,0,0,0,40,60,0,95,5,100,0
468,34,223,S9,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 1,SBCT,III,Admin-C4I,11,18,8,2,7,0,0,0,0,25,0,13,16,0,0,54,46,0,100,0,90,10
469,34,224,S9,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 1,SBCT,III,Command and Control,8,15,5,12,12,0,0,8,3,18,0,12,5,0,2,48,52,0,100,0,90,10
470,34,193,S9,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 1,SBCT,III,Logistics Transport,12,14,5,5,5,3,3,2,2,25,2,10,2,8,2,53,47,0,100,0,80,20
471,34,194,S9,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 1,SBCT,III,Maintenance Contact Truck,5,15,5,5,10,0,0,0,15,20,2,10,10,0,3,60,40,0,100,0,85,15
472,34,195,S9,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 1,SBCT,III,Prime Mover,12,13,8,8,8,4,3,0,0,22,0,22,0,0,0,44,56,0,100,0,90,10
473,31,178,S10,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Admin-C4I,15,0,0,15,10,0,0,10,30,0,20,0,0,0,0,60,40,0,100,0,20,80
474,31,179,S10,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Command and Control,15,0,0,15,10,0,0,10,30,0,20,0,0,0,0,60,40,0,100,0,20,80
475,31,180,S10,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Logistics Transport,15,0,0,15,10,0,0,10,30,0,20,0,0,0,0,60,40,0,100,0,20,80
476,32,182,S12,Infantry (Stryker) BN HQ,Infantry (Stryker) BN HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Admin-C4I,3,26,0,7,10,10,0,16,10,0,11,0,7,0,0,44,56,0,90,10,10,90
477,32,183,S12,Infantry (Stryker) BN HQ,Infantry (Stryker) BN HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Command and Control,8,20,5,8,19,6,0,8,8,2,8,0,8,0,0,34,66,0,90,10,10,90
478,32,184,S12,Infantry (Stryker) BN HQ,Infantry (Stryker) BN HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Logistics Transport,10,10,10,10,10,10,0,10,10,0,10,0,10,0,0,40,60,0,90,10,10,90
479,32,183,S13,Infantry (Stryker) BN HQ,Infantry (Stryker) BN HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Command and Control,35,20,0,15,0,0,0,10,0,0,10,0,10,0,0,30,70,0,100,0,20,80
480,32,184,S13,Infantry (Stryker) BN HQ,Infantry (Stryker) BN HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Logistics Transport,35,20,0,15,0,0,0,10,0,0,10,0,10,0,0,30,70,0,100,0,20,80
481,33,186,S14,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 2,SBCT,III,Admin-C4I,10,10,5,10,10,0,0,30,20,0,5,0,0,0,0,55,45,0,100,0,20,80
482,33,187,S14,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 2,SBCT,III,Command and Control,10,10,5,10,10,0,0,30,20,0,5,0,0,0,0,55,45,0,100,0,20,80
483,33,189,S14,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 2,SBCT,III,Logistics Transport,5,10,5,10,10,0,0,30,20,0,10,0,0,0,0,60,40,0,100,0,20,80
484,33,190,S14,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 2,SBCT,III,Prime Mover,5,10,5,5,10,5,0,30,20,0,10,0,0,0,0,60,40,0,100,0,20,80
485,33,186,S15,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 2,SBCT,III,Admin-C4I,10,10,0,0,10,0,0,30,20,0,20,0,0,0,0,70,30,0,100,0,20,80
486,33,187,S15,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 2,SBCT,III,Command and Control,10,10,0,0,10,0,0,30,20,0,20,0,0,0,0,70,30,0,100,0,20,80
487,33,189,S15,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 2,SBCT,III,Logistics Transport,10,10,0,0,0,0,0,30,20,0,20,10,0,0,0,80,20,0,100,0,20,80
488,33,190,S15,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 2,SBCT,III,Prime Mover,10,10,0,0,10,0,0,25,25,0,20,0,0,0,0,70,30,0,100,0,20,80
489,34,223,S16,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,SBCT,III,Admin-C4I,10,10,0,0,15,0,0,0,20,10,15,0,10,10,0,65,35,0,70,30,70,30
490,34,224,S16,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,SBCT,III,Command and Control,10,10,0,0,15,0,0,0,20,15,15,5,10,0,0,65,35,0,70,30,70,30
491,34,193,S16,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,SBCT,III,Logistics Transport,15,10,0,0,15,0,0,0,20,0,20,5,5,10,0,60,40,0,70,30,70,30
492,34,194,S16,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,SBCT,III,Maintenance Contact Truck,15,10,0,0,15,0,0,0,20,0,20,5,5,10,0,60,40,0,70,30,70,30
493,34,195,S16,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,SBCT,III,Prime Mover,15,10,0,0,15,0,0,0,20,0,20,5,5,10,0,60,40,0,70,30,70,30
494,35,198,S17,BCT BSB HQ,BCT BSB HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Admin-C4I,25,15,10,10,0,5,0,5,15,0,10,0,5,0,0,35,65,0,100,0,15,85
495,35,199,S17,BCT BSB HQ,BCT BSB HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Command and Control,25,15,10,10,0,5,0,5,15,0,10,0,5,0,0,35,65,0,100,0,15,85
496,35,201,S17,BCT BSB HQ,BCT BSB HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Logistics Transport,25,15,10,10,0,5,0,5,15,0,10,0,5,0,0,35,65,0,90,10,15,85
497,34,193,S18,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,SBCT,III,Logistics Transport,10,8,5,5,8,5,5,5,20,5,1,4,8,10,1,54,46,0,80,20,70,30
498,34,194,S18,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,SBCT,III,Maintenance Contact Truck,10,8,5,5,8,5,5,5,20,5,1,4,8,10,1,54,46,0,90,10,70,30
499,35,198,S19,BCT BSB HQ,BCT BSB HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Admin-C4I,10,10,10,10,10,10,10,3,8,3,3,3,3,4,3,30,70,0,0,100,100,0
500,35,201,S19,BCT BSB HQ,BCT BSB HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Logistics Transport,10,10,10,10,10,10,10,6,6,3,2,4,3,6,0,30,70,0,20,80,85,15
501,36,203,S1,SBCT HQ,SBCT HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Admin-C4I,15,0,15,10,15,0,10,10,5,5,10,0,3,2,0,35,65,0,80,20,80,20
502,36,204,S1,SBCT HQ,SBCT HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Command and Control,15,0,15,10,15,0,10,10,5,5,10,0,3,2,0,35,65,0,100,0,30,70
503,36,206,S1,SBCT HQ,SBCT HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Logistics Transport,15,0,15,10,15,0,10,10,5,5,10,0,3,2,0,35,65,0,80,20,80,20
504,37,209,S20,BCT Transportation CO,BCT Transportation CO,BCT Sustainment,Vignette 2,SBCT,III,Logistics Transport,15,0,15,15,15,5,0,15,10,0,10,0,0,0,0,35,65,0,25,75,80,20
505,38,213,S21,BCT Maintenance CO,BCT Maintenance CO,BCT Sustainment,Vignette 2,SBCT,III,Maintenance Contact Truck,10,10,10,10,10,10,10,8,15,0,0,7,0,0,0,30,70,0,80,20,90,10
506,39,217,S22,BCT Medical CO,BCT Medical CO,BCT Medical,Vignette 2,SBCT,III,Ambulance,8,15,8,8,8,1,0,9,5,5,8,12,5,5,3,52,48,0,80,20,15,85
507,39,218,S22,BCT Medical CO,BCT Medical CO,BCT Medical,Vignette 2,SBCT,III,Command and Control,8,15,8,8,8,1,0,9,5,5,8,12,5,5,3,52,48,0,5,95,15,85
508,39,219,S22,BCT Medical CO,BCT Medical CO,BCT Medical,Vignette 2,SBCT,III,Logistics Transport,8,8,8,8,8,1,0,11,7,5,8,8,11,6,3,59,41,0,5,95,20,80
509,36,203,S23,SBCT HQ,SBCT HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Admin-C4I,10,10,10,5,5,10,0,5,10,10,10,5,5,5,0,50,50,0,90,10,40,60
510,36,204,S23,SBCT HQ,SBCT HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Command and Control,10,10,10,5,5,10,0,5,10,10,10,5,5,5,0,50,50,0,90,10,40,60
511,36,206,S23,SBCT HQ,SBCT HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Logistics Transport,10,10,10,5,5,10,0,5,10,10,10,5,5,5,0,50,50,0,90,10,40,60
512,40,221,S24,Infantry (Stryker) CO,Infantry (Stryker) CO,Maneuver,Vignette 2,SBCT,III,Command and Control,10,10,0,10,10,5,0,15,10,5,10,5,5,5,0,55,45,0,90,10,15,85
513,31,178,S25,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Admin-C4I,4,4,4,4,4,0,0,20,22,5,11,6,11,5,0,80,20,0,100,0,10,90
514,31,179,S25,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Command and Control,4,4,4,4,4,0,0,20,22,5,11,6,11,5,0,80,20,0,100,0,5,95
515,31,180,S25,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Logistics Transport,4,4,4,4,4,0,0,20,22,5,11,6,11,5,0,80,20,0,100,0,15,85
516,34,223,S26,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,SBCT,III,Admin-C4I,5,10,5,5,5,5,5,10,10,5,15,10,5,5,0,60,40,0,90,10,20,80
517,34,224,S26,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,SBCT,III,Command and Control,5,10,5,5,5,5,5,10,10,5,15,10,5,5,0,60,40,0,90,10,20,80
518,34,193,S26,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,SBCT,III,Logistics Transport,5,10,5,0,5,5,0,10,15,10,15,10,5,5,0,70,30,0,90,10,20,80
519,34,194,S26,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,SBCT,III,Maintenance Contact Truck,5,10,5,0,5,5,0,10,15,10,15,10,5,5,0,70,30,0,90,10,20,80
520,34,195,S26,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 2,SBCT,III,Prime Mover,5,10,5,0,5,5,0,5,15,10,15,10,5,10,0,70,30,0,90,10,20,80
521,32,183,S2,Infantry (Stryker) BN HQ,Infantry (Stryker) BN HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Command and Control,20,10,8,10,6,6,0,8,6,5,15,3,2,1,0,40,60,0,100,0,30,70
522,32,184,S2,Infantry (Stryker) BN HQ,Infantry (Stryker) BN HQ,BCT BN or BDE HQs,Vignette 2,SBCT,III,Logistics Transport,20,10,8,10,6,6,0,8,6,5,15,3,2,1,0,40,60,0,100,0,30,70
523,41,226,S4,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 2,SBCT,III,Command and Control,25,0,25,0,0,20,0,10,10,0,10,0,0,0,0,30,70,0,80,20,80,20
